"","year","spp","metal","corrected_conc","source"
"6699",1964,"WHTE","Zinc",115.30544266981,"gain"
"6700",1965,"WHTE","Zinc",116.349948365734,"gain"
"6701",1966,"WHTE","Zinc",117.394454061659,"gain"
"6702",1967,"WHTE","Zinc",118.438959757583,"gain"
"6703",1968,"WHTE","Zinc",119.483465453508,"gain"
"6704",1969,"WHTE","Zinc",120.527971149432,"gain"
"6705",1970,"WHTE","Zinc",121.572476845357,"gain"
"6706",1971,"WHTE","Zinc",122.616982541281,"gain"
"6707",1972,"WHTE","Zinc",123.661488237205,"gain"
"6708",1973,"WHTE","Zinc",124.108879257051,"gain"
"6709",1974,"WHTE","Zinc",125.148383672278,"gain"
"6710",1975,"WHTE","Zinc",126.187888087505,"gain"
"6711",1976,"WHTE","Zinc",127.227392502732,"gain"
"6712",1977,"WHTE","Zinc",128.26689691796,"gain"
"6713",1978,"WHTE","Zinc",129.306401333187,"gain"
"6714",1979,"WHTE","Zinc",130.345905748414,"gain"
"6715",1980,"WHTE","Zinc",130.758061896717,"gain"
"6716",1981,"WHTE","Zinc",131.792602813391,"gain"
"6717",1982,"WHTE","Zinc",132.827143730064,"gain"
"6718",1983,"WHTE","Zinc",133.861684646737,"gain"
"6719",1984,"WHTE","Zinc",132.096650988901,"gain"
"6720",1985,"WHTE","Zinc",129.711035192401,"gain"
"6721",1986,"WHTE","Zinc",127.954405852601,"gain"
"6722",1987,"WHTE","Zinc",126.197776512801,"gain"
"6723",1988,"WHTE","Zinc",123.850271882429,"gain"
"6724",1989,"WHTE","Zinc",122.101983424203,"gain"
"6725",1990,"WHTE","Zinc",120.353694965978,"gain"
"6726",1991,"WHTE","Zinc",118.605406507752,"gain"
"6727",1992,"WHTE","Zinc",116.303814045143,"gain"
"6728",1993,"WHTE","Zinc",114.563803516589,"gain"
"6729",1994,"WHTE","Zinc",112.2910954226,"gain"
"6730",1995,"WHTE","Zinc",110.55930035417,"gain"
"6731",1996,"WHTE","Zinc",108.82750528574,"gain"
"6732",1997,"WHTE","Zinc",106.591492513426,"gain"
"6733",1998,"WHTE","Zinc",104.867850915674,"gain"
"6734",1999,"WHTE","Zinc",103.144209317922,"gain"
"6735",2000,"WHTE","Zinc",100.944429827706,"gain"
"6736",2001,"WHTE","Zinc",99.2288801889731,"gain"
"6737",2002,"WHTE","Zinc",97.0568459283591,"gain"
"6738",2003,"WHTE","Zinc",95.3493272124115,"gain"
"6739",2004,"WHTE","Zinc",93.2047070598592,"gain"
"6740",2005,"WHTE","Zinc",91.5051587034738,"gain"
"6741",2006,"WHTE","Zinc",89.3876249784491,"gain"
"6742",2007,"WHTE","Zinc",87.6959868889558,"gain"
"6743",2008,"WHTE","Zinc",85.6052153320275,"gain"
"6744",2009,"WHTE","Zinc",83.9214278848068,"gain"
"6745",2010,"WHTE","Zinc",81.8570976371356,"gain"
"6746",2011,"WHTE","Zinc",80.1811016730741,"gain"
"6747",2012,"WHTE","Zinc",78.1428952553394,"gain"
"6748",2013,"WHTE","Zinc",76.12282399505,"gain"
"6749",2014,"WHTE","Zinc",NA,"gain"
"6750",2015,"WHTE","Zinc",NA,"gain"
"6751",1891,"WTSH","Arsenic",NA,"gain"
"6752",1892,"WTSH","Arsenic",NA,"gain"
"6753",1893,"WTSH","Arsenic",NA,"gain"
"6754",1894,"WTSH","Arsenic",NA,"gain"
"6755",1895,"WTSH","Arsenic",NA,"gain"
"6756",1896,"WTSH","Arsenic",NA,"gain"
"6757",1897,"WTSH","Arsenic",NA,"gain"
"6758",1898,"WTSH","Arsenic",NA,"gain"
"6759",1899,"WTSH","Arsenic",NA,"gain"
"6760",1900,"WTSH","Arsenic",NA,"gain"
"6761",1901,"WTSH","Arsenic",NA,"gain"
"6762",1902,"WTSH","Arsenic",NA,"gain"
"6763",1903,"WTSH","Arsenic",NA,"gain"
"6764",1904,"WTSH","Arsenic",NA,"gain"
"6765",1905,"WTSH","Arsenic",NA,"gain"
"6766",1906,"WTSH","Arsenic",NA,"gain"
"6767",1907,"WTSH","Arsenic",NA,"gain"
"6768",1908,"WTSH","Arsenic",NA,"gain"
"6769",1909,"WTSH","Arsenic",NA,"gain"
"6770",1910,"WTSH","Arsenic",NA,"gain"
"6771",1911,"WTSH","Arsenic",NA,"gain"
"6772",1912,"WTSH","Arsenic",NA,"gain"
"6773",1913,"WTSH","Arsenic",NA,"gain"
"6774",1914,"WTSH","Arsenic",NA,"gain"
"6775",1915,"WTSH","Arsenic",NA,"gain"
"6776",1916,"WTSH","Arsenic",NA,"gain"
"6777",1917,"WTSH","Arsenic",NA,"gain"
"6778",1918,"WTSH","Arsenic",NA,"gain"
"6779",1919,"WTSH","Arsenic",NA,"gain"
"6780",1920,"WTSH","Arsenic",NA,"gain"
"6781",1921,"WTSH","Arsenic",NA,"gain"
"6782",1922,"WTSH","Arsenic",NA,"gain"
"6783",1923,"WTSH","Arsenic",NA,"gain"
"6784",1924,"WTSH","Arsenic",NA,"gain"
"6785",1925,"WTSH","Arsenic",NA,"gain"
"6786",1926,"WTSH","Arsenic",NA,"gain"
"6787",1927,"WTSH","Arsenic",NA,"gain"
"6788",1928,"WTSH","Arsenic",NA,"gain"
"6789",1929,"WTSH","Arsenic",NA,"gain"
"6790",1930,"WTSH","Arsenic",NA,"gain"
"6791",1931,"WTSH","Arsenic",NA,"gain"
"6792",1932,"WTSH","Arsenic",NA,"gain"
"6793",1933,"WTSH","Arsenic",NA,"gain"
"6794",1934,"WTSH","Arsenic",NA,"gain"
"6795",1935,"WTSH","Arsenic",NA,"gain"
"6796",1936,"WTSH","Arsenic",NA,"gain"
"6797",1937,"WTSH","Arsenic",NA,"gain"
"6798",1938,"WTSH","Arsenic",NA,"gain"
"6799",1939,"WTSH","Arsenic",NA,"gain"
"6800",1940,"WTSH","Arsenic",NA,"gain"
"6801",1941,"WTSH","Arsenic",NA,"gain"
"6802",1942,"WTSH","Arsenic",NA,"gain"
"6803",1943,"WTSH","Arsenic",NA,"gain"
"6804",1944,"WTSH","Arsenic",NA,"gain"
"6805",1945,"WTSH","Arsenic",NA,"gain"
"6806",1946,"WTSH","Arsenic",NA,"gain"
"6807",1947,"WTSH","Arsenic",NA,"gain"
"6808",1948,"WTSH","Arsenic",NA,"gain"
"6809",1949,"WTSH","Arsenic",NA,"gain"
"6810",1950,"WTSH","Arsenic",NA,"gain"
"6811",1951,"WTSH","Arsenic",NA,"gain"
"6812",1952,"WTSH","Arsenic",NA,"gain"
"6813",1953,"WTSH","Arsenic",NA,"gain"
"6814",1954,"WTSH","Arsenic",NA,"gain"
"6815",1955,"WTSH","Arsenic",NA,"gain"
"6816",1956,"WTSH","Arsenic",NA,"gain"
"6817",1957,"WTSH","Arsenic",NA,"gain"
"6818",1958,"WTSH","Arsenic",NA,"gain"
"6819",1959,"WTSH","Arsenic",NA,"gain"
"6820",1960,"WTSH","Arsenic",NA,"gain"
"6821",1961,"WTSH","Arsenic",NA,"gain"
"6822",1962,"WTSH","Arsenic",NA,"gain"
"6823",1963,"WTSH","Arsenic",NA,"gain"
"6824",1964,"WTSH","Arsenic",NA,"gain"
"6825",1965,"WTSH","Arsenic",NA,"gain"
"6826",1966,"WTSH","Arsenic",NA,"gain"
"6827",1967,"WTSH","Arsenic",NA,"gain"
"6828",1968,"WTSH","Arsenic",NA,"gain"
"6829",1969,"WTSH","Arsenic",NA,"gain"
"6830",1970,"WTSH","Arsenic",NA,"gain"
"6831",1971,"WTSH","Arsenic",NA,"gain"
"6832",1972,"WTSH","Arsenic",NA,"gain"
"6833",1973,"WTSH","Arsenic",NA,"gain"
"6834",1974,"WTSH","Arsenic",NA,"gain"
"6835",1975,"WTSH","Arsenic",NA,"gain"
"6836",1976,"WTSH","Arsenic",NA,"gain"
"6837",1977,"WTSH","Arsenic",NA,"gain"
"6838",1978,"WTSH","Arsenic",NA,"gain"
"6839",1979,"WTSH","Arsenic",NA,"gain"
"6840",1980,"WTSH","Arsenic",NA,"gain"
"6841",1981,"WTSH","Arsenic",NA,"gain"
"6842",1982,"WTSH","Arsenic",NA,"gain"
"6843",1983,"WTSH","Arsenic",NA,"gain"
"6844",1984,"WTSH","Arsenic",NA,"gain"
"6845",1985,"WTSH","Arsenic",NA,"gain"
"6846",1986,"WTSH","Arsenic",NA,"gain"
"6847",1987,"WTSH","Arsenic",NA,"gain"
"6848",1988,"WTSH","Arsenic",NA,"gain"
"6849",1989,"WTSH","Arsenic",NA,"gain"
"6850",1990,"WTSH","Arsenic",NA,"gain"
"6851",1991,"WTSH","Arsenic",NA,"gain"
"6852",1992,"WTSH","Arsenic",NA,"gain"
"6853",1993,"WTSH","Arsenic",NA,"gain"
"6854",1994,"WTSH","Arsenic",NA,"gain"
"6855",1995,"WTSH","Arsenic",NA,"gain"
"6856",1996,"WTSH","Arsenic",NA,"gain"
"6857",1997,"WTSH","Arsenic",NA,"gain"
"6858",1998,"WTSH","Arsenic",NA,"gain"
"6859",1999,"WTSH","Arsenic",61.5375615143078,"gain"
"6860",2000,"WTSH","Arsenic",57.3791923905482,"gain"
"6861",2001,"WTSH","Arsenic",53.3239557764333,"gain"
"6862",2002,"WTSH","Arsenic",49.2687191623184,"gain"
"6863",2003,"WTSH","Arsenic",45.138948514369,"gain"
"6864",2004,"WTSH","Arsenic",41.0903969226405,"gain"
"6865",2005,"WTSH","Arsenic",37.041845330912,"gain"
"6866",2006,"WTSH","Arsenic",32.9398247941745,"gain"
"6867",2007,"WTSH","Arsenic",28.8978342867723,"gain"
"6868",2008,"WTSH","Arsenic",24.8558437793701,"gain"
"6869",2009,"WTSH","Arsenic",20.7807122883662,"gain"
"6870",2010,"WTSH","Arsenic",16.7451576647657,"gain"
"6871",2011,"WTSH","Arsenic",12.7096030411651,"gain"
"6872",2012,"WTSH","Arsenic",8.66048689729664,"gain"
"6873",2013,"WTSH","Arsenic",4.63124169845215,"gain"
"6874",2014,"WTSH","Arsenic",0.601072910294375,"gain"
"6875",2015,"WTSH","Arsenic",NA,"gain"
"6876",1891,"WTSH","Cadmium",NA,"gain"
"6877",1892,"WTSH","Cadmium",NA,"gain"
"6878",1893,"WTSH","Cadmium",NA,"gain"
"6879",1894,"WTSH","Cadmium",NA,"gain"
"6880",1895,"WTSH","Cadmium",NA,"gain"
"6881",1896,"WTSH","Cadmium",NA,"gain"
"6882",1897,"WTSH","Cadmium",0.769814151181426,"gain"
"6883",1898,"WTSH","Cadmium",0.76648252350604,"gain"
"6884",1899,"WTSH","Cadmium",0.763168095974831,"gain"
"6885",1900,"WTSH","Cadmium",0.763168095974831,"gain"
"6886",1901,"WTSH","Cadmium",0.759870513806862,"gain"
"6887",1902,"WTSH","Cadmium",0.756589431652953,"gain"
"6888",1903,"WTSH","Cadmium",0.753324513385653,"gain"
"6889",1904,"WTSH","Cadmium",0.753324513385653,"gain"
"6890",1905,"WTSH","Cadmium",0.750075431894924,"gain"
"6891",1906,"WTSH","Cadmium",0.746841868889354,"gain"
"6892",1907,"WTSH","Cadmium",0.746841868889354,"gain"
"6893",1908,"WTSH","Cadmium",0.743623514702657,"gain"
"6894",1909,"WTSH","Cadmium",0.740420068105276,"gain"
"6895",1910,"WTSH","Cadmium",0.740420068105276,"gain"
"6896",1911,"WTSH","Cadmium",0.737231236120876,"gain"
"6897",1912,"WTSH","Cadmium",0.737231236120876,"gain"
"6898",1913,"WTSH","Cadmium",0.73405673384757,"gain"
"6899",1914,"WTSH","Cadmium",0.730896284283673,"gain"
"6900",1915,"WTSH","Cadmium",0.730896284283673,"gain"
"6901",1916,"WTSH","Cadmium",0.727749617812622,"gain"
"6902",1917,"WTSH","Cadmium",0.727749617812622,"gain"
"6903",1918,"WTSH","Cadmium",0.724616471025461,"gain"
"6904",1919,"WTSH","Cadmium",0.724616471025461,"gain"
"6905",1920,"WTSH","Cadmium",0.721496587635626,"gain"
"6906",1921,"WTSH","Cadmium",0.721496587635626,"gain"
"6907",1922,"WTSH","Cadmium",0.718389718670932,"gain"
"6908",1923,"WTSH","Cadmium",0.718389718670932,"gain"
"6909",1924,"WTSH","Cadmium",0.715295622318158,"gain"
"6910",1925,"WTSH","Cadmium",0.715295622318158,"gain"
"6911",1926,"WTSH","Cadmium",0.715295622318158,"gain"
"6912",1927,"WTSH","Cadmium",0.712214063771266,"gain"
"6913",1928,"WTSH","Cadmium",0.712214063771266,"gain"
"6914",1929,"WTSH","Cadmium",0.709144815083176,"gain"
"6915",1930,"WTSH","Cadmium",0.709144815083176,"gain"
"6916",1931,"WTSH","Cadmium",0.709144815083176,"gain"
"6917",1932,"WTSH","Cadmium",0.709144815083176,"gain"
"6918",1933,"WTSH","Cadmium",0.706087655020898,"gain"
"6919",1934,"WTSH","Cadmium",0.706087655020898,"gain"
"6920",1935,"WTSH","Cadmium",0.706087655020898,"gain"
"6921",1936,"WTSH","Cadmium",0.706087655020898,"gain"
"6922",1937,"WTSH","Cadmium",0.703042368923968,"gain"
"6923",1938,"WTSH","Cadmium",0.703042368923968,"gain"
"6924",1939,"WTSH","Cadmium",0.703042368923968,"gain"
"6925",1940,"WTSH","Cadmium",0.703042368923968,"gain"
"6926",1941,"WTSH","Cadmium",0.703042368923968,"gain"
"6927",1942,"WTSH","Cadmium",0.703042368923968,"gain"
"6928",1943,"WTSH","Cadmium",0.70000874856602,"gain"
"6929",1944,"WTSH","Cadmium",0.70000874856602,"gain"
"6930",1945,"WTSH","Cadmium",0.70000874856602,"gain"
"6931",1946,"WTSH","Cadmium",0.70000874856602,"gain"
"6932",1947,"WTSH","Cadmium",0.70000874856602,"gain"
"6933",1948,"WTSH","Cadmium",0.70000874856602,"gain"
"6934",1949,"WTSH","Cadmium",0.70000874856602,"gain"
"6935",1950,"WTSH","Cadmium",0.70000874856602,"gain"
"6936",1951,"WTSH","Cadmium",0.70000874856602,"gain"
"6937",1952,"WTSH","Cadmium",0.70000874856602,"gain"
"6938",1953,"WTSH","Cadmium",0.70000874856602,"gain"
"6939",1954,"WTSH","Cadmium",0.70000874856602,"gain"
"6940",1955,"WTSH","Cadmium",0.70000874856602,"gain"
"6941",1956,"WTSH","Cadmium",0.703042368923968,"gain"
"6942",1957,"WTSH","Cadmium",0.703042368923968,"gain"
"6943",1958,"WTSH","Cadmium",0.703042368923968,"gain"
"6944",1959,"WTSH","Cadmium",0.703042368923968,"gain"
"6945",1960,"WTSH","Cadmium",0.703042368923968,"gain"
"6946",1961,"WTSH","Cadmium",0.703042368923968,"gain"
"6947",1962,"WTSH","Cadmium",0.703042368923968,"gain"
"6948",1963,"WTSH","Cadmium",0.703042368923968,"gain"
"6949",1964,"WTSH","Cadmium",0.703042368923968,"gain"
"6950",1965,"WTSH","Cadmium",0.726477114554767,"gain"
"6951",1966,"WTSH","Cadmium",0.749911860185566,"gain"
"6952",1967,"WTSH","Cadmium",0.773346605816365,"gain"
"6953",1968,"WTSH","Cadmium",0.796781351447164,"gain"
"6954",1969,"WTSH","Cadmium",0.820216097077963,"gain"
"6955",1970,"WTSH","Cadmium",0.843650842708762,"gain"
"6956",1971,"WTSH","Cadmium",0.843650842708762,"gain"
"6957",1972,"WTSH","Cadmium",0.843650842708762,"gain"
"6958",1973,"WTSH","Cadmium",0.843650842708762,"gain"
"6959",1974,"WTSH","Cadmium",0.843650842708762,"gain"
"6960",1975,"WTSH","Cadmium",0.843650842708762,"gain"
"6961",1976,"WTSH","Cadmium",0.840010498279224,"gain"
"6962",1977,"WTSH","Cadmium",0.840010498279224,"gain"
"6963",1978,"WTSH","Cadmium",0.840010498279224,"gain"
"6964",1979,"WTSH","Cadmium",0.840010498279224,"gain"
"6965",1980,"WTSH","Cadmium",0.840010498279224,"gain"
"6966",1981,"WTSH","Cadmium",0.836383911620089,"gain"
"6967",1982,"WTSH","Cadmium",0.836383911620089,"gain"
"6968",1983,"WTSH","Cadmium",0.836383911620089,"gain"
"6969",1984,"WTSH","Cadmium",0.836383911620089,"gain"
"6970",1985,"WTSH","Cadmium",0.836383911620089,"gain"
"6971",1986,"WTSH","Cadmium",0.832770853719245,"gain"
"6972",1987,"WTSH","Cadmium",0.832770853719245,"gain"
"6973",1988,"WTSH","Cadmium",0.832770853719245,"gain"
"6974",1989,"WTSH","Cadmium",0.832770853719245,"gain"
"6975",1990,"WTSH","Cadmium",0.829171103780568,"gain"
"6976",1991,"WTSH","Cadmium",0.829171103780568,"gain"
"6977",1992,"WTSH","Cadmium",0.829171103780568,"gain"
"6978",1993,"WTSH","Cadmium",0.829171103780568,"gain"
"6979",1994,"WTSH","Cadmium",0.825584447858805,"gain"
"6980",1995,"WTSH","Cadmium",0.825584447858805,"gain"
"6981",1996,"WTSH","Cadmium",0.825584447858805,"gain"
"6982",1997,"WTSH","Cadmium",0.822010678715182,"gain"
"6983",1998,"WTSH","Cadmium",0.822010678715182,"gain"
"6984",1999,"WTSH","Cadmium",0.822010678715182,"gain"
"6985",2000,"WTSH","Cadmium",0.945763977225536,"gain"
"6986",2001,"WTSH","Cadmium",1.07307835877513,"gain"
"6987",2002,"WTSH","Cadmium",1.20039274032472,"gain"
"6988",2003,"WTSH","Cadmium",1.32195051840093,"gain"
"6989",2004,"WTSH","Cadmium",1.44871289687773,"gain"
"6990",2005,"WTSH","Cadmium",1.57547527535453,"gain"
"6991",2006,"WTSH","Cadmium",1.69485074261982,"gain"
"6992",2007,"WTSH","Cadmium",1.82106303196385,"gain"
"6993",2008,"WTSH","Cadmium",1.94727532130788,"gain"
"6994",2009,"WTSH","Cadmium",2.06448141074317,"gain"
"6995",2010,"WTSH","Cadmium",2.19014549661449,"gain"
"6996",2011,"WTSH","Cadmium",2.31580958248581,"gain"
"6997",2012,"WTSH","Cadmium",2.43085896248586,"gain"
"6998",2013,"WTSH","Cadmium",2.55597670320205,"gain"
"6999",2014,"WTSH","Cadmium",2.6694263025775,"gain"
"7000",2015,"WTSH","Cadmium",NA,"gain"
"7001",1891,"WTSH","Copper",NA,"gain"
"7002",1892,"WTSH","Copper",NA,"gain"
"7003",1893,"WTSH","Copper",NA,"gain"
"7004",1894,"WTSH","Copper",NA,"gain"
"7005",1895,"WTSH","Copper",NA,"gain"
"7006",1896,"WTSH","Copper",NA,"gain"
"7007",1897,"WTSH","Copper",22.4670843454487,"gain"
"7008",1898,"WTSH","Copper",21.511331744852,"gain"
"7009",1899,"WTSH","Copper",20.5623540371615,"gain"
"7010",1900,"WTSH","Copper",19.6913722286005,"gain"
"7011",1901,"WTSH","Copper",18.7522647979611,"gain"
"7012",1902,"WTSH","Copper",17.8198022781421,"gain"
"7013",1903,"WTSH","Copper",16.8939300079093,"gain"
"7014",1904,"WTSH","Copper",16.0323573418908,"gain"
"7015",1905,"WTSH","Copper",15.1161259857008,"gain"
"7016",1906,"WTSH","Copper",14.2063633655862,"gain"
"7017",1907,"WTSH","Copper",13.3509833243312,"gain"
"7018",1908,"WTSH","Copper",12.4507115068487,"gain"
"7019",1909,"WTSH","Copper",11.5567923731589,"gain"
"7020",1910,"WTSH","Copper",10.7075432366464,"gain"
"7021",1911,"WTSH","Copper",9.82297111254709,"gain"
"7022",1912,"WTSH","Copper",8.97676489770067,"gain"
"7023",1913,"WTSH","Copper",8.10146280657689,"gain"
"7024",1914,"WTSH","Copper",7.23234171940977,"gain"
"7025",1915,"WTSH","Copper",6.39217747176576,"gain"
"7026",1916,"WTSH","Copper",6.50169191780789,"gain"
"7027",1917,"WTSH","Copper",6.63402724002876,"gain"
"7028",1918,"WTSH","Copper",6.74223320802914,"gain"
"7029",1919,"WTSH","Copper",6.87409661260794,"gain"
"7030",1920,"WTSH","Copper",6.98100406436487,"gain"
"7031",1921,"WTSH","Copper",7.11239775788401,"gain"
"7032",1922,"WTSH","Copper",7.21801651891933,"gain"
"7033",1923,"WTSH","Copper",7.34894268606061,"gain"
"7034",1924,"WTSH","Copper",7.45328244845348,"gain"
"7035",1925,"WTSH","Copper",7.58374325234574,"gain"
"7036",1926,"WTSH","Copper",7.714204056238,"gain"
"7037",1927,"WTSH","Copper",7.8168111600668,"gain"
"7038",1928,"WTSH","Copper",7.94680874262757,"gain"
"7039",1929,"WTSH","Copper",8.04815796372079,"gain"
"7040",1930,"WTSH","Copper",8.17769444599202,"gain"
"7041",1931,"WTSH","Copper",8.30723092826324,"gain"
"7042",1932,"WTSH","Copper",8.43676741053446,"gain"
"7043",1933,"WTSH","Copper",8.53595003691714,"gain"
"7044",1934,"WTSH","Copper",8.66502751939517,"gain"
"7045",1935,"WTSH","Copper",8.79410500187321,"gain"
"7046",1936,"WTSH","Copper",8.92318248435125,"gain"
"7047",1937,"WTSH","Copper",9.02021600236155,"gain"
"7048",1938,"WTSH","Copper",9.14883656532144,"gain"
"7049",1939,"WTSH","Copper",9.27745712828134,"gain"
"7050",1940,"WTSH","Copper",9.40607769124124,"gain"
"7051",1941,"WTSH","Copper",9.53469825420114,"gain"
"7052",1942,"WTSH","Copper",9.66331881716104,"gain"
"7053",1943,"WTSH","Copper",9.57443400035211,"gain"
"7054",1944,"WTSH","Copper",9.51972294892153,"gain"
"7055",1945,"WTSH","Copper",9.46501189749094,"gain"
"7056",1946,"WTSH","Copper",9.41030084606036,"gain"
"7057",1947,"WTSH","Copper",9.35558979462978,"gain"
"7058",1948,"WTSH","Copper",9.30087874319919,"gain"
"7059",1949,"WTSH","Copper",9.24616769176861,"gain"
"7060",1950,"WTSH","Copper",9.19145664033803,"gain"
"7061",1951,"WTSH","Copper",9.13674558890744,"gain"
"7062",1952,"WTSH","Copper",9.08203453747686,"gain"
"7063",1953,"WTSH","Copper",9.02732348604628,"gain"
"7064",1954,"WTSH","Copper",8.97261243461569,"gain"
"7065",1955,"WTSH","Copper",8.91790138318511,"gain"
"7066",1956,"WTSH","Copper",8.89464572943232,"gain"
"7067",1957,"WTSH","Copper",8.83974050888027,"gain"
"7068",1958,"WTSH","Copper",8.78483528832822,"gain"
"7069",1959,"WTSH","Copper",8.72993006777616,"gain"
"7070",1960,"WTSH","Copper",8.67502484722411,"gain"
"7071",1961,"WTSH","Copper",8.62011962667206,"gain"
"7072",1962,"WTSH","Copper",8.56521440612001,"gain"
"7073",1963,"WTSH","Copper",8.51030918556796,"gain"
"7074",1964,"WTSH","Copper",8.45540396501591,"gain"
"7075",1965,"WTSH","Copper",8.95870182007638,"gain"
"7076",1966,"WTSH","Copper",9.46199967513685,"gain"
"7077",1967,"WTSH","Copper",9.96529753019732,"gain"
"7078",1968,"WTSH","Copper",10.4685953852578,"gain"
"7079",1969,"WTSH","Copper",10.9718932403183,"gain"
"7080",1970,"WTSH","Copper",11.4751910953787,"gain"
"7081",1971,"WTSH","Copper",11.391886622817,"gain"
"7082",1972,"WTSH","Copper",11.3085821502553,"gain"
"7083",1973,"WTSH","Copper",11.2252776776935,"gain"
"7084",1974,"WTSH","Copper",11.1419732051318,"gain"
"7085",1975,"WTSH","Copper",11.0586687325701,"gain"
"7086",1976,"WTSH","Copper",10.9365505221756,"gain"
"7087",1977,"WTSH","Copper",10.8535406510395,"gain"
"7088",1978,"WTSH","Copper",10.7705307799035,"gain"
"7089",1979,"WTSH","Copper",10.6875209087674,"gain"
"7090",1980,"WTSH","Copper",10.6045110376314,"gain"
"7091",1981,"WTSH","Copper",10.4843280180448,"gain"
"7092",1982,"WTSH","Copper",10.4016114261865,"gain"
"7093",1983,"WTSH","Copper",10.3188948343282,"gain"
"7094",1984,"WTSH","Copper",10.2361782424698,"gain"
"7095",1985,"WTSH","Copper",10.1534616506115,"gain"
"7096",1986,"WTSH","Copper",10.0351979873034,"gain"
"7097",1987,"WTSH","Copper",9.95277336317771,"gain"
"7098",1988,"WTSH","Copper",9.87034873905201,"gain"
"7099",1989,"WTSH","Copper",9.78792411492632,"gain"
"7100",1990,"WTSH","Copper",9.67127353731555,"gain"
"7101",1991,"WTSH","Copper",9.58913957946148,"gain"
"7102",1992,"WTSH","Copper",9.50700562160742,"gain"
"7103",1993,"WTSH","Copper",9.42487166375336,"gain"
"7104",1994,"WTSH","Copper",9.30982132641559,"gain"
"7105",1995,"WTSH","Copper",9.22797674332623,"gain"
"7106",1996,"WTSH","Copper",9.14613216023686,"gain"
"7107",1997,"WTSH","Copper",9.03238126811044,"gain"
"7108",1998,"WTSH","Copper",8.95082477810493,"gain"
"7109",1999,"WTSH","Copper",8.86926828809942,"gain"
"7110",2000,"WTSH","Copper",8.65149487827555,"gain"
"7111",2001,"WTSH","Copper",8.46491326342058,"gain"
"7112",2002,"WTSH","Copper",8.2783316485656,"gain"
"7113",2003,"WTSH","Copper",8.06331790595276,"gain"
"7114",2004,"WTSH","Copper",7.87739188627667,"gain"
"7115",2005,"WTSH","Copper",7.69146586660057,"gain"
"7116",2006,"WTSH","Copper",7.47919062711127,"gain"
"7117",2007,"WTSH","Copper",7.29391732604854,"gain"
"7118",2008,"WTSH","Copper",7.10864402498581,"gain"
"7119",2009,"WTSH","Copper",6.89908635189277,"gain"
"7120",2010,"WTSH","Copper",6.7144629143069,"gain"
"7121",2011,"WTSH","Copper",6.52983947672104,"gain"
"7122",2012,"WTSH","Copper",6.32297865692341,"gain"
"7123",2013,"WTSH","Copper",6.13900224883529,"gain"
"7124",2014,"WTSH","Copper",5.9341735727869,"gain"
"7125",2015,"WTSH","Copper",NA,"gain"
"7126",1891,"WTSH","Iron",NA,"gain"
"7127",1892,"WTSH","Iron",NA,"gain"
"7128",1893,"WTSH","Iron",NA,"gain"
"7129",1894,"WTSH","Iron",NA,"gain"
"7130",1895,"WTSH","Iron",NA,"gain"
"7131",1896,"WTSH","Iron",NA,"gain"
"7132",1897,"WTSH","Iron",180.306812233701,"gain"
"7133",1898,"WTSH","Iron",176.395270317962,"gain"
"7134",1899,"WTSH","Iron",172.561558142205,"gain"
"7135",1900,"WTSH","Iron",170.529792405449,"gain"
"7136",1901,"WTSH","Iron",166.792202981996,"gain"
"7137",1902,"WTSH","Iron",163.127592793224,"gain"
"7138",1903,"WTSH","Iron",159.533873009177,"gain"
"7139",1904,"WTSH","Iron",157.56265975099,"gain"
"7140",1905,"WTSH","Iron",154.057259466078,"gain"
"7141",1906,"WTSH","Iron",150.618455479569,"gain"
"7142",1907,"WTSH","Iron",148.685760221156,"gain"
"7143",1908,"WTSH","Iron",145.330441090285,"gain"
"7144",1909,"WTSH","Iron",142.037758080936,"gain"
"7145",1910,"WTSH","Iron",140.14219807015,"gain"
"7146",1911,"WTSH","Iron",136.928522850305,"gain"
"7147",1912,"WTSH","Iron",135.051036092619,"gain"
"7148",1913,"WTSH","Iron",131.914095209189,"gain"
"7149",1914,"WTSH","Iron",128.834254258625,"gain"
"7150",1915,"WTSH","Iron",126.991970479821,"gain"
"7151",1916,"WTSH","Iron",125.588782976877,"gain"
"7152",1917,"WTSH","Iron",125.367554249845,"gain"
"7153",1918,"WTSH","Iron",123.990656399994,"gain"
"7154",1919,"WTSH","Iron",123.771470619152,"gain"
"7155",1920,"WTSH","Iron",122.420168170616,"gain"
"7156",1921,"WTSH","Iron",122.202990801647,"gain"
"7157",1922,"WTSH","Iron",120.876613600168,"gain"
"7158",1923,"WTSH","Iron",120.661410994449,"gain"
"7159",1924,"WTSH","Iron",119.359311951196,"gain"
"7160",1925,"WTSH","Iron",119.146051315661,"gain"
"7161",1926,"WTSH","Iron",118.932790680125,"gain"
"7162",1927,"WTSH","Iron",117.656254795881,"gain"
"7163",1928,"WTSH","Iron",117.444904164161,"gain"
"7164",1929,"WTSH","Iron",116.19138642029,"gain"
"7165",1930,"WTSH","Iron",115.981914625054,"gain"
"7166",1931,"WTSH","Iron",115.772442829817,"gain"
"7167",1932,"WTSH","Iron",115.562971034581,"gain"
"7168",1933,"WTSH","Iron",114.335585511279,"gain"
"7169",1934,"WTSH","Iron",114.127962157723,"gain"
"7170",1935,"WTSH","Iron",113.920338804168,"gain"
